tuple_id	id	condition	response_num	num_cum_ideas	num_cum_categories
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 1]	7916	10	362	199	78
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 3]	8164	10	363	200	78
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 4]	8460	10	364	200	78
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 2]	9194	10	365	200	78
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 7]	9297	10	366	200	78
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 0]	9788	10	367	200	78
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 5]	9791	10	368	201	78
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 6]	9792	10	369	202	79
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 8]	9793	10	370	203	79
[u'f30b745bcaf25ad09734d3a65d8665aa98bfebd519d0e5daa75bfd16', u'2013-09-10 17:43:21', 10, 9]	9794	10	371	203	79
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 0]	4749	20	0	1	1
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 1]	4755	20	1	2	2
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 2]	4815	20	2	3	3
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 3]	4831	20	3	4	3
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 4]	4842	20	4	5	4
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 5]	4860	20	5	6	5
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 6]	4864	20	6	7	6
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 11]	4865	20	7	7	6
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 7]	4929	20	8	8	7
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 8]	4935	20	9	9	8
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 9]	4937	20	10	10	9
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 10]	4943	20	11	11	10
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 12]	4945	20	12	12	10
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 13]	4946	20	13	13	11
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 14]	4956	20	14	14	12
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 15]	4961	20	15	15	12
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 16]	4962	20	16	15	12
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 17]	4971	20	17	16	12
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 18]	4979	20	18	17	12
[u'0090578cc6222d3e4cde9184026e29a3517950d8bdd4805dd91cc887', u'2013-07-15 14:05:32', 20, 19]	4980	20	19	18	12
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 13]	5058	20	20	19	13
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 18]	7496	20	21	20	13
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 5]	7750	20	22	21	14
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 19]	8072	20	23	22	15
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 3]	8196	20	24	23	15
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 17]	8438	20	25	24	16
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 7]	8461	20	26	25	16
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 1]	8483	20	27	26	16
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 14]	8494	20	28	27	16
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 10]	8519	20	29	28	16
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 6]	9904	20	30	29	17
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 0]	9948	20	31	30	18
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 12]	9949	20	32	30	18
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 2]	9950	20	33	31	18
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 4]	9951	20	34	32	19
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 8]	9952	20	35	33	20
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 9]	9953	20	36	33	20
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 11]	9954	20	37	34	20
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 15]	9955	20	38	35	20
[u'103beea502d283b5c5f7bba2ae58a3a93b57cb944ba8fc94194ff6ec', u'2013-09-11 15:03:22', 20, 16]	9956	20	39	35	20
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 5]	7494	20	40	35	20
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 14]	7520	20	41	36	21
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 18]	7562	20	42	37	22
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 3]	7790	20	43	38	23
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 7]	7836	20	44	39	23
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 1]	8431	20	45	40	23
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 2]	8493	20	46	40	23
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 8]	8979	20	47	41	24
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 11]	9339	20	48	42	25
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 15]	9596	20	49	43	26
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 16]	9878	20	50	44	27
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 0]	9907	20	51	45	27
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 4]	9908	20	52	46	28
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 6]	9909	20	53	47	29
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 9]	9910	20	54	48	30
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 10]	9911	20	55	49	31
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 12]	9912	20	56	50	31
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 13]	9914	20	57	51	32
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 17]	9915	20	58	52	32
[u'12dea28ab4d65eb2cee96254cafb66944593f39a2c0a32ae3de51ee6', u'2013-09-11 14:28:03', 20, 19]	9916	20	59	53	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 6]	4760	20	60	53	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 10]	4817	20	61	53	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 11]	4833	20	62	53	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 14]	7225	20	63	54	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 1]	7718	20	64	55	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 15]	7775	20	65	55	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 0]	7806	20	66	56	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 2]	7807	20	67	57	33
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 3]	7812	20	68	58	34
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 4]	7823	20	69	59	35
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 5]	7824	20	70	59	35
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 7]	7825	20	71	60	36
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 8]	7826	20	72	61	37
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 9]	7829	20	73	61	37
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 12]	7839	20	74	62	37
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 13]	7842	20	75	63	37
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 16]	7845	20	76	64	38
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 17]	7846	20	77	65	39
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 18]	7848	20	78	66	39
[u'13517bc0f913200063c5879a3a8de4c3fc65abfcc8e5952a0ee63398', u'2013-07-16 16:10:48', 20, 19]	7850	20	79	67	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 19]	4930	20	80	67	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 6]	5078	20	81	68	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 0]	7282	20	82	69	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 11]	7283	20	83	69	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 12]	7322	20	84	70	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 7]	7776	20	85	70	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 1]	8195	20	86	70	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 2]	8197	20	87	71	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 3]	8198	20	88	72	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 4]	8200	20	89	73	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 5]	8206	20	90	74	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 8]	8207	20	91	75	39
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 9]	8208	20	92	76	40
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 10]	8221	20	93	77	40
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 13]	8235	20	94	78	40
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 14]	8238	20	95	79	41
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 15]	8239	20	96	80	42
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 16]	8241	20	97	81	43
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 17]	8242	20	98	82	44
[u'164f02285ab9f2c996ede369a035f23ba2587e9a7ea5384368f444d2', u'2013-07-16 17:08:45', 20, 18]	8243	20	99	83	45
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 17]	4828	20	100	83	45
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 5]	4863	20	101	83	45
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 6]	7378	20	102	84	46
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 2]	7442	20	103	85	47
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 11]	7463	20	104	86	48
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 1]	7521	20	105	86	48
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 10]	7589	20	106	87	49
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 14]	7620	20	107	88	49
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 3]	7971	20	108	89	49
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 12]	8802	20	109	90	50
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 4]	8875	20	110	91	50
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 9]	8924	20	111	92	50
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 15]	9388	20	112	93	51
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 13]	9871	20	113	94	51
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 0]	9933	20	114	95	51
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 7]	9987	20	115	96	52
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 8]	9988	20	116	97	53
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 16]	9989	20	117	98	54
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 18]	9990	20	118	99	54
[u'2c267e16a57cb26e66a11956d2f38f070aaa0eb2b5f12f003502c64c', u'2013-09-12 00:29:39', 20, 19]	9991	20	119	100	54
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 12]	4756	20	120	100	54
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 0]	4987	20	121	101	54
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 1]	5014	20	122	101	54
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 2]	5063	20	123	102	54
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 3]	5064	20	124	103	54
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 4]	5072	20	125	104	54
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 5]	5073	20	126	105	55
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 6]	5076	20	127	106	55
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 7]	5077	20	128	106	55
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 8]	5086	20	129	107	56
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 18]	5087	20	130	107	56
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 9]	5088	20	131	108	56
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 10]	5089	20	132	108	56
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 11]	5091	20	133	109	57
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 13]	5096	20	134	110	58
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 14]	5099	20	135	111	58
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 15]	5100	20	136	112	59
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 16]	5105	20	137	113	60
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 17]	5106	20	138	114	60
[u'33dd6077313fe63aef563056e626bbc7c0b80b509eb3f3e5ffed3e0f', u'2013-07-15 14:07:27', 20, 19]	5110	20	139	115	60
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 3]	4972	20	140	115	60
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 2]	5018	20	141	115	60
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 8]	5079	20	142	115	60
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 18]	7188	20	143	116	60
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 4]	7229	20	144	116	60
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 11]	7351	20	145	117	60
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 17]	7426	20	146	118	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 5]	7678	20	147	119	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 12]	7889	20	148	120	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 1]	8016	20	149	121	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 6]	8062	20	150	121	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 0]	8253	20	151	122	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 7]	8254	20	152	123	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 9]	8267	20	153	124	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 10]	8268	20	154	124	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 13]	8269	20	155	125	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 14]	8274	20	156	126	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 15]	8277	20	157	127	61
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 16]	8278	20	158	128	62
[u'54090d632321fc9ae0e55c4a227be4ca67ce96dba748cbea71824a28', u'2013-07-16 17:09:51', 20, 19]	8286	20	159	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 12]	4754	20	160	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 19]	4803	20	161	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 0]	4917	20	162	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 7]	4918	20	163	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 15]	4977	20	164	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 6]	5007	20	165	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 8]	5057	20	166	129	63
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 4]	8403	20	167	130	64
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 9]	9203	20	168	131	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 17]	9387	20	169	131	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 2]	9787	20	170	132	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 1]	9939	20	171	133	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 3]	9940	20	172	134	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 5]	9941	20	173	135	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 10]	9942	20	174	136	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 11]	9943	20	175	137	65
[u'5cf8bd26f52fb12addcb7001f1d6bba4410e8bb28faa9bd5f447ccd1', u'2013-09-11 14:51:55', 20, 13]	9944	20	176	138	65
