response_id	id	condition	response_num	num_cum_ideas	num_cum_categories	run_id	num_responses_requested	user_id
[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10, 3]	7833	10	34	32	20	[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10]	10	3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f
[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10, 0]	7912	10	35	33	20	[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10]	10	3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f
[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10, 1]	7913	10	36	34	20	[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10]	10	3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f
[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10, 7]	7914	10	37	35	20	[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10]	10	3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f
[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10, 8]	7918	10	38	36	20	[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10]	10	3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f
[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10, 9]	7919	10	39	36	20	[u'3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f', u'2013-07-18 11:05:56', 10]	10	3593d95b5d0b1dd0e3ed9f5093b48fc224353e86be3c155a55287c8f
[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10, 1]	6694	10	40	36	20	[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10]	10	37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127
[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10, 4]	7076	10	41	37	20	[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10]	10	37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127
[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10, 0]	9073	10	42	38	20	[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10]	10	37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127
[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10, 2]	9074	10	43	39	20	[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10]	10	37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127
[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10, 3]	9075	10	44	40	20	[u'37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127', u'2013-09-10 11:43:19', 10]	10	37b6f7f5983f891c41ce7134c1929f2a202b19f2aa7a3c06df5f1127
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 9]	4394	10	45	41	21	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 2]	4499	10	46	41	21	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 6]	6786	10	47	42	22	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 1]	6801	10	48	43	23	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 8]	6802	10	49	43	23	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 7]	7031	10	50	44	24	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 3]	8299	10	51	45	25	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 5]	8322	10	52	46	26	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 4]	8719	10	53	47	27	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10, 0]	9198	10	54	48	27	[u'3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2', u'2013-09-11 14:56:44', 10]	10	3e8d759c2628efafe8de9828aa40da90c85a1431f6d866030b8c64a2
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 1]	4411	10	55	49	28	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 0]	6695	10	56	49	28	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 6]	6767	10	57	50	28	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 2]	6901	10	58	50	28	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 3]	6902	10	59	50	28	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 4]	7310	10	60	51	28	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 9]	7311	10	61	51	28	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 5]	7881	10	62	52	29	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 7]	7882	10	63	52	29	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10, 8]	7883	10	64	52	29	[u'3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86', u'2013-09-10 16:25:15', 10]	10	3f16a0c959083476fdbf2baa20f2d6df3800a05b7a0955c4c511bb86
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 0]	4481	10	65	52	29	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 2]	4614	10	66	52	29	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 6]	6640	10	67	52	29	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 3]	6903	10	68	52	29	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 1]	6935	10	69	53	30	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 8]	8109	10	70	54	31	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 4]	8407	10	71	55	32	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 5]	9084	10	72	56	32	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 7]	9097	10	73	57	32	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10, 9]	9098	10	74	58	33	[u'432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53', u'2013-09-10 20:45:29', 10]	10	432eda5f94c2effc65daa33188670446d9f726715389ad64c5c9df53
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 2]	4368	10	75	58	33	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 0]	6629	10	76	58	33	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 4]	6762	10	77	58	33	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 5]	7097	10	78	58	33	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 6]	7204	10	79	59	34	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 1]	7219	10	80	59	34	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 3]	8742	10	81	60	35	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 7]	8743	10	82	61	36	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 8]	8744	10	83	62	36	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10, 9]	8745	10	84	63	36	[u'5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680', u'2013-09-03 11:21:51', 10]	10	5cf308a3616df10ee22b5b204aac43b14457f72754702282fdaca680
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 2]	4435	10	85	64	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 4]	6639	10	86	64	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 8]	6934	10	87	64	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 7]	7003	10	88	65	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 9]	7313	10	89	65	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 0]	9092	10	90	66	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 1]	9093	10	91	67	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 3]	9094	10	92	68	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 5]	9095	10	93	69	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10, 6]	9096	10	94	70	36	[u'5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa', u'2013-09-10 18:39:09', 10]	10	5e4a8e433ee0c34f13cd290dfedfaa707d89ca353015ac5d277a47fa
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 0]	4381	10	95	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 4]	4478	10	96	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 5]	4612	10	97	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 3]	6800	10	98	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 2]	6900	10	99	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 7]	6933	10	100	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 9]	7025	10	101	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 6]	7104	10	102	70	36	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 8]	7830	10	103	71	37	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10, 1]	8480	10	104	72	37	[u'5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc', u'2013-09-10 09:41:21', 10]	10	5ea2afb1e424239c8c68768eb72dea6bf199aadb3e15eabcbfc6f0cc
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 3]	4383	10	105	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 2]	4482	10	106	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 6]	4578	10	107	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 0]	4615	10	108	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 9]	6641	10	109	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 1]	6736	10	110	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 8]	6768	10	111	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 5]	7077	10	112	72	37	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10, 7]	7177	10	113	73	38	[u'6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1', u'2013-09-10 20:55:10', 10]	10	6442dad1b679d607f3390c99ab1bc8ea0300dcad15b30060a21e79d1
